Date,DABUR.NS
2024-11-18,503.4505920410156
2024-11-19,503.153564453125
2024-11-21,500.7279052734375
2024-11-22,507.9059143066406
2024-11-25,516.3214721679688
2024-11-26,520.1332397460938
2024-11-27,522.2619018554688
2024-11-28,520.7767944335938
2024-11-29,521.9154052734375
2024-12-02,518.6976928710938
2024-12-03,517.361083984375
2024-12-04,517.6085815429688
2024-12-05,517.9551391601562
2024-12-06,518.5986328125
2024-12-09,501.8169860839844
2024-12-10,501.9159851074219
2024-12-11,503.3020935058594
2024-12-12,501.61895751953125
2024-12-13,507.7078857421875
2024-12-16,504.8861999511719
2024-12-17,500.3813781738281
2024-12-18,500.3813781738281
2024-12-19,498.9457702636719
2024-12-20,497.5596618652344
2024-12-23,504.4406433105469
2024-12-24,504.8861999511719
2024-12-26,500.5793762207031
2024-12-27,502.1139831542969
2024-12-30,500.23284912109375
2024-12-31,501.9654846191406
2025-01-01,505.87628173828125
2025-01-02,508.2524108886719
2025-01-03,519.687744140625
2025-01-06,499.83685302734375
2025-01-07,503.797119140625
2025-01-08,508.6484680175781
2025-01-09,515.9749755859375
2025-01-10,512.7572631835938
2025-01-13,505.6782531738281
2025-01-14,507.4108581542969
2025-01-15,510.3810729980469
2025-01-16,517.2125854492188
2025-01-17,520.8262939453125
2025-01-20,516.4204711914062
2025-01-21,516.073974609375
2025-01-22,515.3314208984375
2025-01-23,519.3906860351562
2025-01-24,516.4700317382812
2025-01-27,518.6481323242188
2025-01-28,520.1332397460938
2025-01-29,512.9552612304688
2025-01-30,528.400390625
2025-01-31,524.5885620117188
2025-02-01,533.7467041015625
2025-02-03,529.2418823242188
2025-02-04,535.6773681640625
2025-02-05,526.22216796875
2025-02-06,520.974853515625
2025-02-07,521.8658447265625
2025-02-10,522.85595703125
2025-02-11,512.5592651367188
2025-02-12,520.529296875
2025-02-13,514.6878662109375
2025-02-14,514.7374267578125
2025-02-17,515.3809204101562
2025-02-18,510.0345764160156
2025-02-19,499.4408264160156
2025-02-20,505.2822265625
2025-02-21,503.5990905761719
2025-02-24,500.67840576171875
2025-02-25,505.87628173828125
2025-02-27,498.2527160644531
2025-02-28,488.4015197753906
2025-03-03,486.8669128417969
2025-03-04,478.8968505859375
2025-03-05,482.8571472167969
2025-03-06,490.08465576171875
2025-03-07,490.8766784667969
2025-03-10,488.4510192871094
2025-03-11,492.60931396484375
2025-03-12,494.9855041503906
2025-03-13,495.9755859375
2025-03-17,489.8371276855469
2025-03-18,489.8371276855469
2025-03-19,490.5301818847656
2025-03-20,494.044921875
2025-03-21,501.7674560546875
2025-03-24,502.16351318359375
2025-03-25,504.1931457519531
2025-03-26,503.797119140625
2025-03-27,507.7573547363281
2025-03-28,501.470458984375
2025-04-01,492.559814453125
2025-04-02,490.82720947265625
2025-04-03,460.778564453125
2025-04-04,457.1648254394531
2025-04-07,446.9175720214844
2025-04-08,454.4421081542969
2025-04-09,460.63006591796875
2025-04-11,456.7192687988281
2025-04-15,469.045654296875
2025-04-16,476.5701904296875
2025-04-17,474.54052734375
2025-04-21,470.8277587890625
2025-04-22,479.58990478515625
2025-04-23,481.3720397949219
2025-04-24,486.8174133300781
2025-04-25,479.7879333496094
2025-04-28,477.4117736816406
2025-04-29,478.84735107421875
2025-04-30,482.9066467285156
2025-05-02,474.6395568847656
2025-05-05,477.0652160644531
2025-05-06,475.82763671875
2025-05-07,477.312744140625
2025-05-08,464.0458068847656
2025-05-09,458.1548767089844
2025-05-12,470.3327331542969
2025-05-13,469.045654296875
2025-05-14,464.2933349609375
2025-05-15,464.34283447265625
2025-05-16,471.9168395996094
2025-05-19,478.64935302734375
2025-05-20,470.9267883300781
2025-05-21,476.9662170410156
2025-05-22,472.3128662109375
2025-05-23,477.16424560546875
2025-05-26,475.5306091308594
2025-05-27,479.2928771972656
2025-05-28,479.8869323730469
2025-05-29,477.312744140625
2025-05-30,478.154296875
2025-06-02,479.639404296875
2025-06-03,480.8274841308594
2025-06-04,486.9659423828125
2025-06-05,483.84722900390625
2025-06-06,476.47119140625
2025-06-09,480.7779846191406
2025-06-10,484.6887512207031
2025-06-11,481.6690368652344
2025-06-12,468.25360107421875
2025-06-13,461.8676452636719
2025-06-16,467.0160217285156
2025-06-17,467.3625183105469
2025-06-18,465.5309143066406
2025-06-19,460.4815673828125
2025-06-20,462.263671875
2025-06-23,462.85772705078125
2025-06-24,470.38226318359375
2025-06-25,475.4811096191406
2025-06-26,476.7681884765625
2025-06-27,481.5205383300781
2025-06-30,480.43145751953125
2025-07-01,477.6097412109375
2025-07-02,482.7086181640625
2025-07-03,486.7184143066406
2025-07-04,490.18365478515625
2025-07-07,507.65838623046875
2025-07-08,508.0048828125
2025-07-09,516.965087890625
2025-07-10,517.2125854492188
2025-07-11,525.57861328125
2025-07-14,520.974853515625
2025-07-15,521.7669067382812
2025-07-16,522.7074584960938
2025-07-17,523.4500122070312
2025-07-18,522.5999755859375
2025-07-21,514.5499877929688
2025-07-22,515.0499877929688
2025-07-23,513.8499755859375
2025-07-24,512.5499877929688
2025-07-25,511.3500061035156
2025-07-28,522.0
2025-07-29,518.2999877929688
2025-07-30,522.0
2025-07-31,529.0
2025-08-01,534.3499755859375
2025-08-04,529.6500244140625
2025-08-05,524.7000122070312
2025-08-06,514.0
2025-08-07,517.2000122070312
2025-08-08,507.25
2025-08-11,510.04998779296875
2025-08-12,502.8999938964844
2025-08-13,503.5
2025-08-14,500.8999938964844
2025-08-18,519.0999755859375
2025-08-19,522.0499877929688
2025-08-20,535.0
2025-08-21,515.7000122070312
2025-08-22,515.9500122070312
2025-08-25,518.5999755859375
2025-08-26,522.4000244140625
2025-08-27,522.4000244140625
2025-08-28,513.8499755859375
2025-08-29,521.0999755859375
2025-09-01,523.6500244140625
2025-09-02,544.5999755859375
2025-09-03,543.5
2025-09-04,552.7000122070312
2025-09-05,546.7000122070312
2025-09-08,546.2000122070312
2025-09-09,544.25
2025-09-10,547.5
2025-09-11,544.0999755859375
2025-09-12,538.8499755859375
2025-09-15,540.9000244140625
2025-09-16,535.7000122070312
2025-09-17,535.1500244140625
2025-09-18,536.2999877929688
2025-09-19,535.4500122070312
